"1","Which command of MS-DOS is used to copy only files that have been modified on or after the date you specify?","XCOPY/D:date","COPY/D:date","COPY/M","XCOPY/V","XCOPY/D:date"
"17","A TRIAC:","can trigger only on positive gate voltages","can trigger only on negative gate voltages","cannot be triggered with gate voltages","can be triggered by either a positive or a negativ","can be triggered by either a positive or a negativ"
"18","What does a hall effect sensor sense?","temperature","moisture","magnetic fields","pressure","magnetic fields"
"19","What causes the piezoelectric effect?","heat or dissimilar metals","pressure on a crystal","water running on iron","a magnetic field","pressure on a crystal"
"20","A UJT has:","two base leads","one emitter lead","two emitter leads and one base lead","one emitter lead and two base leads","one emitter lead and two base leads"
"21","A transformer is plugged into a 120 V rms source and has a primary current of 300 mA rms. The secondary is providing 18 V across a 10 omega load. What is the efficiency of the transformer?","88%","90%","92%","95%","90%"
"22","What is a varistor?","a voltage-dependent resistor","a voltage-dependent diode","a current-dependent resistor","a current-dependent diode","a voltage-dependent resistor"
"23","What circuit activity may shift a characteristic curve so that diode operating points are different?","higher power (heat)","higher resistance","lower voltage","lower current","higher power (heat)"
"24","The dc current through each diode in a bridge rectifier equals:","the load current","half the dc load current","twice the dc load current","one-fourth the dc load current","the load current"
"25","In a diode schematic, the anode is represented by a(n):","triangle","vertical line","zig-zag line","element indicator","triangle"
"26","Rectifier output polarity depends upon:","cycles of input","capacitor polarity","half or full wave","diode installation","diode installation"
"27","The internal RAM memory of the 8051 is:","32 bytes","64 bytes","128 bytes","256 bytes","128 bytes"
"28","On the fifth clock pulse, a 4-bit Johnson sequence is Q0 = 0, Q1 = 1, Q2 = 1, and Q3 = 1. On the sixth clock pulse, the sequence is ________.","Q0 = 1, Q1 = 0, Q2 = 0, Q3 = 0","Q0 = 1, Q1 = 1, Q2 = 1, Q3 = 0","Q0 = 0, Q1 = 0, Q2 = 1, Q3 = 1","Q0 = 0, Q1 = 0, Q2 = 0, Q3 = 1","Q0 = 0, Q1 = 0, Q2 = 1, Q3 = 1"
"29","The bit sequence 0010 is serially entered (right-most bit first) into a 4-bit parallel out shift register that is initially clear. What are the Q outputs after two clock pulses?","0000","0010","1000","1111","1000"
"30","What is a shift register that will accept a parallel input, or a bidirectional serial load and internal shift features, called?","tristate","end around","universal","conversion","universal"
"31","A 339 IC is an example of a fourteen-pin DIP that can be made to function as a ________.","comparator","555 timer","D to A converter","ladder network","comparator"
"32","Which of the following is not a linear/digital IC?","Phase-locked loop","Voltage-controlled oscillator","Passive filter","Comparator","Passive filter"
"33","What is the minimum number of conversions per second of a clock rate of 1 MHz operating a 10-stage counter in an ADC?","1000","976","769","697","976"
"34","What is (are) the level(s) of the input voltage to a ladder-network conversion?","0","Vref","0 V or Vref","None of the above","0 V or Vref"
"35","At what phase shift is the magnitude of A at its maximum in the Nyquist plot?","90º","180º","270º","0º","180º"
"36","What is the minimum frequency at which a crystal will oscillate?","seventh harmonic","third harmonic","fundamental","second harmonic","fundamental"
"37"," An amplifier with a gain of –500 and a feedback of  = –0.1 has a gain change of 15% due to temperature. Calculate the change in gain of the feedback amplifier.","0.2%","0.3%","0.4%","0.5%","0.3%"
"38"," Determine the voltage gain with feedback for a voltage-series feedback having A = –100, R1 = 15 k, Ro = 20 k, and a feedback of  = –0.25.","3.85","–3.85","–9.09","9.09","–3.85"
"39","The intermediate frequency in a standard AM receiver is","455 Hz.","455 kHz.","4.55 MHz.","none of the above","455 kHz."
"40","An AM demodulator can be implemented with a linear multiplier followed by a ________ filter.","low-pass","high-pass","band-pass","band-stop","low-pass"
"41","For a four-quadrant linear multiplier, what is the output voltage, given input voltages of Vx = +2 V and Vy = –10 V?","+2 V","+1 V","–2 V","–1 V","–2 V"
"42","The output spectrum of a ________ modulator includes upper-side and lower-side frequencies and the carrier frequency.","balanced","standard amplitude","none of the above","unbalanced","standard amplitude"
"43","A phase-locked loop (PLL) is a feedback circuit consisting of a","phase detector.","low-pass filter.","VCO.","all of the above","all of the above"
"44","If a 1 MHz carrier is amplitude modulated with a 5 kHz audio signal, the upper-side frequency is ________ kHz.","1005","1000","995","none of the above","1005"
"45","Which filter exhibits a linear phase characteristic?","Bessel","Butterworth","Chebyshev","all of the above","Bessel"
"46","The critical frequency is defined as the point at which the response drops ________ from the passband.","–20 dB","–3 dB","–6 dB","–40 dB","–3 dB"
"47","Which of the following areas is (are) an application of infrared-emitting diodes?","Intrusion alarms","Shaft encoders","Paper-tape readers","All of the above","All of the above"
"48","Schottky diodes are very effective at frequencies approaching ________.","20 GHz","10 MHz","100 MHz","1 MHz","20 GHz"
"49","The majority of power diodes are constructed using ________.","molybdenum","platinum","tungsten","silicon","silicon"
"50","What is the response time of LCDs?","Less than 100 ns","50 ms","100 ms to 300 ms","400 ms","100 ms to 300 ms"
"1","Which command of MS-DOS is used to copy only files that have been modified on or after the date you specify?","XCOPY/D:date","COPY/D:date","COPY/M","XCOPY/V","XCOPY/D:date"
"2","Using the _____ switch causes FDISK to display the partition status of your hard disk without executing FDISK.","/show","/display","/status","None of the above","/status"
"3","What command is used to count the total number of lines, words, and characters contained in a file?","countw","wcount","wc","count p","wc"
"4","What will happen if in a C program you assign a value to an array element whose subscript exceeds the size of array?","The element will be set to 0.","The compiler would report an error.","program crash if some important data overwrites","The array size would appropriately grow.","program crash if some important data overwrites"
"5","What does the following declaration mean?\r\nint (*ptr)[10];","ptr is array of pointers to 10 integers","ptr is a pointer to an array of 10 integers","ptr is an array of 10 integers","ptr is an pointer to array","ptr is a pointer to an array of 10 integers"
"6","In C, if you pass an array as an argument to a function, what actually gets passed?","Value of elements in array","First element of the array","Base address of the array","Address of the last element of array","Base address of the array"
"7","What is the maximum number of IP addresses that can be assigned to hosts on a local subnet that uses the 255.255.255.224 subnet mask?","14","15","16","30","30"
"8","Which configuration command must be in effect to allow the use of 8 subnets if the Class C subnet mask is 255.255.255.224?","Router(config)#ip classless","Router(config)#no ip classful","Router(config)#ip unnumbered","Router(config)#ip subnet-zero","Router(config)#ip subnet-zero"
"9","What is the subnetwork address for a host with the IP address 200.10.5.68/28?","200.10.5.56","200.10.5.32","200.10.5.64","200.10.5.0","200.10.5.64"
"10","Which of the following encapsulates PPP frames in Ethernet frames and uses common PPP features like authentication, encryption, and compression?","PPP","PPPoA","PPPoE","Token Ring","PPPoE"
"11","When a router is connected to a Frame Relay WAN link using a serial DTE interface, how is the clock rate determined?","Supplied by the CSU/DSU","By the far end router","By the clock rate command","By the Physical layer bit stream timing","Supplied by the CSU/DSU"
"12","Which command is required for connectivity in a Frame Relay network if Inverse ARP is not operational?","frame-relay arp","frame-relay map","frame-relay interface-dci","frame-relay lmi-type","frame-relay map"
"13","What is the maximum distance running the lowest data rate for 802.11g?","About 100 feet","About 175 feet","About 300 feet","About 350 feet","About 300 feet"
"14","How many non-overlapping channels are available with 802.11g?","3","12","23","40","3"
"15","Which of the following is not a basic element within the microprocessor?","Microcontroller","Arithmetic logic unit (ALU)","Register array","Control unit","Microcontroller"
"16","Which method bypasses the CPU for certain types of data transfer?","Software interrupts","Interrupt-driven I/O","Polled I/O","Direct memory access (DMA)","Direct memory access (DMA)"
"17","Which of the following is not an enhancement to the Pentium that was unavailable in the 8086/8088?","""Pipelined"" architecture","Expansion of cache memory","Inclusion of an internal math coprocessor","Data/address line multiplexing","Data/address line multiplexing"
"18","DMA is particularly suited for data transfer between the ________.","disk drive and CPU","disk drive and RAM","disk drive and ROM","disk drive and I/O","disk drive and RAM"
"19","The first microprocessor had a(n)________.","1-bit data bus","2-bit data bus","4-bit data bus","8-bit data bus","4-bit data bus"
"20","Which microprocessor has multiplexed data and address lines?","8086/8088","80286","80386","Pentium","8086/8088"
"21","The output of an AND gate with three inputs, A, B, and C, is HIGH when ________.","A = 1, B = 1, C = 0","A = 0, B = 0, C = 0","A = 1, B = 1, C = 1","A = 1, B = 0, C = 1","A = 1, B = 1, C = 1"
"22","If a 3-input NOR gate has eight input possibilities, how many of those possibilities will result in a HIGH output?","1","2","7","8","1"
"23","If a signal passing through a gate is inhibited by sending a LOW into one of the inputs, and the output is HIGH, the gate is a(n):","AND","NAND","NOR","OR","NAND"
"24","Which of the following logical operations is represented by the + sign in Boolean algebra?","inversion","AND","OR","complementation","OR"
"25","How many pins does the 4049 IC have?","14","16","18","20","16"
"26","The simultaneous processing of two or more programs by multiple processors is–","multiprogramming","multitasking","time-sharing"," multiprocessing"," multiprocessing"
"27"," A device that connects to a network without the use of cables is said to be–","distributed"," free","centralized","open source","free"
"28","With respect to a network interface card, the term 10/100 refers to","protocol speed","a fiber speed","megabits per seconds","minimum and maximum server speed","megabits per seconds"
"29","On the PC side, the printer port is a:","25 pin female serial connector","15 pin female parallel connector","25 pin male serial connector","25 pin female parallel connector","25 pin female parallel connector"
"30","The terms ""red book"", ""yellow book"", and ""orange book"" refer to:","SCSI","ide","floppy drive technology","CD-ROM standards","CD-ROM standards"
"31","Where is metadata stored in MySQL?","In the MySQL database metadata","In the MySQL database metasql","In the MySQL database mysql","None of the above is correct.","In the MySQL database mysql"
"32","JDBC stands for:
","Java Database Connectivity","Java Database Components","Java Database Control","None of the above is correct","Java Database Connectivity"
"33","A goal of data mining includes which of the following?
","To explain some observed event or condition","To confirm that data exists","To analyze data for expected relationships","To create a new data warehouse","To explain some observed event or condition"
"34","How many bytes are occupied by near, far and huge pointers (DOS)?","near=2 far=4 huge=4","near=4 far=8 huge=8","near=2 far=4 huge=8","near=4 far=4 huge=8","near=2 far=4 huge=4"
"35","#include<stdio.h>

int main()
{
    int a[] = {10, 20, 30, 40, 50};
    int j;
    for(j=0; j<5; j++)
    {
        printf(""%d\n"", a);
        a++;
    }
    return 0;
}","Error: Declaration syntax","Error: Expression syntax","Error: LValue required","Error: Rvalue required","Error: LValue required"
"36","What is the numerical range of a char?
","-128 to 127","-(215) to (215) - 1","0 to 32767","0 to 65535","0 to 65535"
"37","Which two statements are equivalent?
1.16*4
2.16>>2
3.16/2^2
4.16>>>2","1 and 2","2 and 4","3 and 4","1 and 3","2 and 4"
"38","What is the frequency range of the IEEE 802.11b standard?","2.4Gbps","5Gbps","2.4GHz","5GHz","2.4GHz"
"39","Which of the following are layers in the TCP/IP model?

1.Application
2.Session
3.Transport
4.Internet
5.Data Link
6.Physical
","1 and 2","1, 3 and 4","2, 3 and 5","3, 4 and 5","1, 3 and 4"
"40","Which statement(s) about IPv4 and IPv6 addresses are true?

1.An IPv6 address is 32 bits long, represented in hexidecimal.
2.An IPv6 address is 128 bits long, represented in decimal.
3.An IPv4 address is 32 bits long, represented in decimal.
4.An IPv6 address is 128 bits long, represented in hexidecimal.","1 and 3 only","2 only","3 and 4","2 and 4","3 and 4"
"41","Format flags may be combined using","the bitwise OR operator (|)","the logical OR operator (||)","the bitwise AND operator (&)","the logical AND operator (&&)","the bitwise OR operator (|)"
"42","To execute a C++ program, you first need to translate the source code into object code. This process is called","coding","compiling","sourcing","translating","compiling"
"43","The 'break' statement is used to exist from","a do loop","a for loop","a switch statement","All of the above","All of the above"
"44","Which of the following would compile without error?","int a = Math.abs(-5);","int b = Math.abs(5.0);","int c = Math.abs(5.5F);","int d = Math.abs(5L);","int a = Math.abs(-5);"
"45","Three-tier architecture includes which of the following?","Three server layers","A client layer and two server layers","Two client layers and one server layer","Three client layers","A client layer and two server layers"
"46","Which type of entity represents a logical generalization whose actual occurrence is represented by a second, associated entity?
","Supertype entity","Subtype entity","Archetype entity","Instance entity","Archetype entity"
"47","The primary key is selected from the:","composite keys.","determinants.","candidate keys.","foreign keys.","candidate keys."
"48","To print out a and b given below, which of the following printf() statement will you use?

#include<stdio.h>

float a=3.14;
double b=3.14;","printf(""%f %lf"", a, b);","printf(""%Lf %f"", a, b);","printf(""%Lf %Lf"", a, b);","printf(""%f %Lf"", a, b);","printf(""%f %lf"", a, b);"
"49","Which of the following should be used to implement a 'Like a' or a 'Kind of' relationship between two entities?
","Polymorphism","Containership","Encapsulation","Inheritance","Inheritance"
"50","If s1 and s2 are references to two strings, then which of the following is the correct way to compare the two references?","s1 is s2","s1 == s2","s1.Equals(s2)","strcmp(s1, s2)","s1.Equals(s2)"
"1","What is 68 + 56 + 107?","221","231","232","225","231"
"2","What is the value of 9 in 967423.0876?","hundreds of thousands","hundreds","thousands","tens","hundreds of thousands"
"3","79 x 56","4,424","4,522","4,363","4,414","4,424"
"4","5.5 x 0.4","2.1","2.4","2.2","2.0","2.2"
"5","What is a week's pay at a salary of 24,960 per year?","500","520","460","480","480"
"6","What is the next number in the sequence -8 , 2 , -4 , 4 , 0 , 6 , ?","8","4","-4","0","4"
"7","1/2 is equal to:","12/6","2/1","5/10","4/6","5/10"
"8","29/9 is equal to:","29 x 9","31/9","29 / 9"," 3","29 / 9"
"9","How much would be a 1/5 deposit on a car costing 18,000?","1,800","2,400","4,500","3,600","3,600"
"10","What is 1/2 + 1/4 + 1/3 ?","1","11/16","11/12","11/9","11/12"
"11","What is a quarter of 680?","220","170 ","140 ","180","170 "
"12","What fraction must be added to 2/7 + 2/5 to make 1?","24/35 ","4/12 ","2/3 ","11/35","11/35"
"13","Which is the same proportion as 1/3 to 1/2 ?","2 to 3 ","4 to 5 ","1 to 3 ","3 to 4","2 to 3 "
"14"," A train travels 360 miles at the rate of 40 miles per hour. Another
train travels at 16 miles an hour. What is the distance in miles it
will travel in the same time?
","160","144","140","112","144"
"15","9/10 as a decimal is?","0.09 ","9","0.9","0.009","0.9"
"16","3.14 + 4.06 + 7.9","15.1","15.01","14.1","14.9","15.1"
"17","1.06 / 0.4","2.56","0.265 ","2.65 ","0.0265","2.65"
"18","What is 0.6 of 500?","375 ","340 ","200 ","300","300"
"19","A ratio of 1 1/2 to 3 1/2 is the same as?","2 : 3 ","5 : 12 "," 8 : 15 ","14 : 6","14 : 6"
"20","What is the average of 3.91 , 4.78 , 5.73 and 2.18?","4.15 ","4.75","4.25","3.95","4.15"
"21"," How long will it take to cover 210 km (kilometres) at an average
speed of 120 km/hour?
","2 hours ","1 hr 45 min ","1 1/2 hours ","1 hr 40 min","1 hr 45 min "
"22"," How much will be a tax of 17.5% added to an item costing 80?","14.50 ","17.50 ","460","14.00","14.00"
"23","The price of petrol rises from .80 to .90 per litre. What is this as a
percentage?
","11%","12.5%","11.25%","10%","12.5%"
"24","Agency Y employs 13,800 people . Of these, 42% are male, and 50% of the males are age 30 or younger. How many males are there in Agency Y who are older than 30?
","5796	","2898","3471","2910","2898"
"25"," A machine can collate 126 books, each with 400 page, in 14 days. If it continues to collate at this same rate, how many 400 page books could it collate in 30 days?
","256","290","248","270","270"
"26","A cabinet maker has a round piece of wood 1/2"" in diameter and 3/4 yards long. She
needs half the length for the back of a chair and the remaining piece for 3/4"" pegs. How many pegs will she have?
","18 ","9","10","8/9","18"
"27","Robin can wallpaper a room in four hours. Susan can wallpaper the same room in seven hours. How long will it take them to wallpaper the room if they work together?","4.5 hours ","3.5 hours ","5.5 hours","2.5 hours","2.5 hours"
"28","Mary and Alice jog 3 miles each evening . If they run at a constant rate and it takes Mary 40 minutes while Alice finishes in half an hour, how much distance does Mary have left when Alice finishes?","1 miles","3/4 miles ","2/3 miles","1 .33 miles","3/4 miles "
"29","If one of every eight junior year students at a high school takes Latin, approximately what percent of a junior year class of 650 took Latin?","6","14","81","13","13"
"30","A pharmacist combines ingredients x, y and z in a ratio of 1 :2:7 to produce cough
medicine. How many ounces of the second ingredient, ingredient y, is needed to make a 12 ounce bottle of the medicine?
","2.4 	","8.4 ","1 .2","3 .6","2.4"
"31","Agency Y served 187,565 people in 1981 . If the agency served 210,515 people in 1982,this reflected an increase of","19 .10% ","15 .6% ","12.2%","10.9%","12.2%"
"32","The number of people attending a weekly training program in the month of January
averaged 116 people . If there were 105 people attending the first week, 106 the second, and 125 the third, how many people attended the fourth week?
","118","128","130","124","128"
"33","It takes 16 typists 11 days to complete a project. How long would it take 10 typists, if they worked at the same rate to complete the same project?
","17.6 days ","6.8 days ","6.9 days","18.4 days","17.6 days "
"34","If the sum of two numbers is 280, and their ratio is 7:3 . then the smaller number is","28","84","56","196","84"
"35","The population of Metropolis county in 1982 is 130% of its population in 1972- The
population in 1972 was 145,000. What was the population in 1982?
","196,425 ","174,612 ","111,539","188,500","188,500"
"36","A car travels 50 miles an hour, and a plane travels 10 miles a minute. How far will the car travel when the plane travels 500 miles?","50.4 miles ","37.5 miles ","41 .6 miles","39.7 miles","41 .6 miles"
"37","In a university with 2000 students the student-faculty ratio is 16 :1 . If 18% of the faculty have completed some of their own study at the university, approximately how many have not?","119","127","23","103","103"
"38","From 6 p.m. until midnight, the temperature dropped at a constant rate . From midnight until 1 a.m., it dropped 8 degree. If at 6 p.m., the temperature was 54 degree and by 1 a.m., it was 37 degree, what was the temperature at 10 p.m.?","46 degree	","48 degree ","45 degree","49 degree","48 degree "
"39","One eighth of a half gallon carton of ice cream has been eaten. The remainder is divided among three people . Approximately what percentage of a gallon does each person get?
","14.6% 	","11 .3% ","29.2%","18.1%","14.6% "
"40","On a promotional exam a woman scored 143 on a scale of 0-160. Her score converted to a scale of 0-100 is approximately :","89","70","91","84","89"
"41","If Janet can build 22 tables in 14 days, and Anne can build 22 tables in 16 days,
approximately how long will it take them to build 22 tables together?
","9.5 days ","7.5 days ","15 days","8 days","7.5 days "
"42","How many square tiles, each 12 inches on a side, will Ozzie need to cover a floor that is 11 feet wide and 18 feet long?","99","150","163","198","198"
"43","A tax analyst earns four times as much in April as in each of the other months. What part of her entire year's earnings does she earn in April?","4/11 	","1/3 ","4/15","4/13","4/15"
"44","A train travels 70 miles when a bus travels 50 miles. How many miles will the train travel when the bus travels 60 miles?
","40","78","90","84","84"
"45","How many square tiles, each 300 nun on a side, will Jane need to cover a hall floor that is 120 cm wide and 3 .6 m long?","480","520","490","48","48"
"46","A car travels 80 km/hr and a plane travels 16 000 m/min. How far will the car travel when the plane travels 800 km?
","80.6 km ","66.7 km","60.0 km ","63 .5 km","66.7 km"
"47","A pharmacist combines ingredients x, y, and z in a ratio of 2:3 :5 to produce cough medicine How many milliliters of the second ingredient, ingredient y, is needed to make a one liter bottle of the medicine?
","0.3 ","150","300","500","300"
"48","A cabinet maker has a dowel of wood 13 mm in diameter and 0.800 m long. She needs length for the back of the chair and the remaining piece for 37 mm pegs. Pegs
greater than 13 turn in diameter or shorter than 37 mm will not work. How many good pegs can she make?
","108","11","10","109","10"
"49","2 8 18 32 50 ?","60","64","72","70","72"
"50","2304 576 144 36 9 ?","3","9","2 1/4 ","4","2 1/4 "
"51","1 3 6 10 15 ?","20","21","25","30","21"
"52","0 3 7 12 18 ?","24","29","25","34","25"
"53","16:3 24:5 44:10 36:3","5:12 ","11:4 ","14:2","12:1 ","12:1 "
"54","100:11 8:88 27:3 128:16","8:1 ","10:1 ","22:1 	","32:2 ","8:1 "
"55","51:6 126:18 38:3 28:4","14.1 ","24:8 ","15:3 	","17:2 ","17:2 "
"56","512:128 444:333 99:297 153:68","12:20 	","63:21 ","8:13 	","17:11 ","63:21"
"57","The ratio between the three angles of a quadrilateral is 13 : 9 : 5 respectively. The value of the fourth angle of the quadrilateral is 36 degree. What is the difference between the largest and the second smallest angles of the quadrilateral?","104 degree","108 degree","72 degree","96 degree","96 degree"
"58","Kamya purchased an item of Rs. 46,000 and sold it at loss of 12 per cent. With that amount she purchased another item and sold it at a gain of 12 per cent. What was her overall gain/loss? ","Loss of Rs. 662.40 ","Profit of Rs. 662.40 ","Loss of Rs. 642.80 ","Profit Rs. 642.80 	","Loss of Rs. 662.40 "
"59","The sum of six consecutive even numbers of set-A is 402. What is the sum of another set-B of four consecutive numbers whose lowest number is 15 less than double the lowest number of set- A?","444","442","440","446","442"
"60","280 metre long train moving with an average speed of 108 km/hr crosses a platform in 12 seconds. A man crosses the same platform in 10 seconds. What is the speed of the man in meter / second? ","5 m/s ","8 m/s ","12 m/s","Cannot be determined","8 m/s "
"61","Statement: There is big boom in drug business and a number of jhuggi-jhopari
dwellers in Delhi can be seen pedalling with small pouches of smack and brown sugar.

Assumptions:
I.Drug addiction is increasing in the country, specially in the capital.

II.All the big dons involved in the smuggling of drugs live in jhuggi-jhopari areas.

III.Most of the jhuggi-jhopari dwellers would do anything for money.
","Only I is implicit","Only II is implicit","Only III is implicit","Only I and III are implicit","Only I and III are implicit"
"62","Statement: ""Join X-tuition classes for sure success. Excellent teaching by excellent teachers is our strength."" - An advertisement.

Assumptions:
I.	Sure success is desirable.
II.	Students expect sure success when they join any tuition class.
III.	Just having excellent teachers does not ensure success.
","Only I and II are implicit","Only II and III are implicit","Only I and III are implicit","Only II is implicit","Only I and II are implicit"
"63","Statement: Bill Clinton is the second democrat to be re-elected as President of America, the other being the legendary Roosevelt.

Assumptions:
I.	Clinton has the same qualities that Roosevelt had.
II.	The majority of people in America have faith in Clinton.
III.	The election campaign of Clinton's rivals was not impressive.
","Only I is implicit","Only II is implicit","Only III is implicit","Either I or III is implicit","Only II is implicit"
"64","Statement: The Central Government has directed the State Governments to reduce government expenditure in view of the serious resource crunch and it may not be able to sanction any additional grant to the states for the next six months.

Assumptions:
I.The State Governments are totally dependent on Central Government for its expenditures.

II.The Central Government has reviewed the expenditure account of the State Government.

III.The State Governments will abide by the directive.
","None is implicit","Only II and III are implicit","Only III is implicit","All are implicit","Only II and III are implicit"
"65","Statement: ""To make the company commercially viable, there is an urgent need to prune the staff strength and borrow money from the financial institutions."" - Opinion of a consultant.

Assumptions:
I.	The financial institutions lend money for such proposals.
II.	The product of the company has a potential market.
III.	The employees of the company are inefficient.
","None is implicit","All are implicit","Only I and II are implicit","Only II and III are implicit","Only I and II are implicit"
"66","Statements:

I.There is increase in water level of all the water tanks supplying drinking water to the city during the last fortnight.

II.Most of the trains were cancelled last week due to water-logging on the tracks.
","Statement I is the cause and statement II is its e","Statement II is the cause and statement I is its e","Both the statements I and II are independent cause","Both the statements I and II are effects of some i","Both the statements I and II are effects of some i"
"67","Look at this series: 2, 6, 18, 54, ... What number should come next?","108","148","162","216","162"
"68","The length of a rectangle is three-fifths of the side of a square. The radius of a circle is equal to side of the square. The circumference of the circle is 132 cm. What is the area of the rectangle if the breadth of the rectangle is 8 cm? ","112.4 sq cm ","104.2 sq cm ","100.8 sq cm ","None of these","100.8 sq cm "
"69","Five-ninths of a number is equal to twenty five percent of the second number. The second number is equal to one-fourth of the third number. The value of the third number is 2960. What is 30 per cent of the first number? ","88.8","99.9","66.6","None of these ","99.9"
"70","The ratio of the present age of Manoj to that of Wasim is 3 : 11. Wasim is 12 years younger than Rehana. Rehana's age after 7 years will be 85 years. What is the present age of Manoj's father, who is 25 years older than Manoj?","43 years ","67 years ","45 years ","69 years ","43 years "
"71","Dinesh's monthly income is four times Suresh's monthly income. Suresh's monthly income is twenty per cent more than Jyoti's monthly income. Jyoti's monthly income is Rs. 22,000. What is Dinesh's monthly income? ","Rs. 1, 06, 500 ","Rs. 1, 05, 600","Rs. 1, 04, 500	","Rs. 1, 05, 400 ","Rs. 1, 05, 600"
"72","The smallest side of a right-angled triangle is 8 cm less than the side of a square of perimeter 56 cm, The second largest side of the right-angled triangle is 4 cm less than the length of the rectangle of area 96 sq cm and breadth 8 cm. What is the largest side of the right-angled triangle? ","20 cm ","12cm","10 cm ","15 cm ","10 cm "
"73","The ratio of the adjacent angles of a parallelogram is 7 : 8. Also, the ratio of the angles of quadrilateral is 5 : 6 : 7 : 12. What is the sum of the smaller angle of the parallelogram and the second largest angle of the quadrilateral? ","168","228","156","224","168"
"74","Raju runs 1250 metre on Monday and Friday. Another days he runs 1500 metre except for Sunday (He does not run on Sunday). How many kilometre will he run in 3 weeks (first day starting from Monday)? ","12.5 km ","20.5 km ","8.5 km ","25.5 km ","25.5 km "
"75","The sum of nine consecutive odd numbers of Set A is 621. What is the sum of a different set of six consecutive even numbers whose lowest number is 15 more than the lowest number of Set A?","498","468","478","None of these ","None of these "
"76","In the first 10 overs of a cricket game, the run rate was only 3.2. What should be the run rate in the remaining 40 overs to reach the target of 282 runs?","6.25
","6.5
","6.75","7","6.25"
"77","The average of 20 numbers is zero. Of them, at the most, how many may be greater than zero?","0","1","10","19","19"
"78","From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. In how many ways can it be done?","564","645","735","756","756"
"79","In how many different ways can the letters of the word 'LEADING' be arranged in such a way that the vowels always come together?","360","480","720","None of these","720"
"80","Out of 7 consonants and 4 vowels, how many words of 3 consonants and 2 vowels can be formed?","210","1050","25200","21400","25200"
"81","	
Find the greatest number that will divide 43, 91 and 183 so as to leave the same remainder in each case.","4","7","9","13","4"
"82","Six bells commence tolling together and toll at intervals of 2, 4, 6, 8 10 and 12 seconds respectively. In 30 minutes, how many times do they toll together ?","4","10","15","16","16"
"83","Let N be the greatest number that will divide 1305, 4665 and 6905, leaving the same remainder in each case. Then sum of the digits in N is:","4","5","6","8","4"
"84","Three number are in the ratio of 3 : 4 : 5 and their L.C.M. is 2400. Their H.C.F. is:","40","80","120","200","40"
