"1","Which command of MS-DOS is used to copy only files that have been modified on or after the date you specify?","XCOPY/D:date","COPY/D:date","COPY/M","XCOPY/V","XCOPY/D:date"
"85","3 pumps, working 8 hours a day, can empty a tank in 2 days. How many hours a day must 4 pumps work to empty the tank in 1 day?","9","10","11","12","12"
"86","Running at the same constant rate, 6 identical machines can produce a total of 270 bottles per minute. At this rate, how many bottles could 10 such machines produce in 4 minutes?","648","1800","2700","10800","2700"
"87","39 persons can repair a road in 12 days, working 5 hours a day. In how many days will 30 persons, working 6 hours a day, complete the work?","10","13","14","15","13"
"88","Tea worth Rs. 126 per kg and Rs. 135 per kg are mixed with a third variety in the ratio 1 : 1 : 2. If the mixture is worth Rs. 153 per kg, the price of the third variety per kg will be:","169.50","170","175.50","180","175.50"
"89","In what ratio must a grocer mix two varieties of pulses costing Rs. 15 and Rs. 20 per kg respectively so as to get a mixture worth Rs. 16.50 kg?","3:7","5:7","7:3","7:5","7:3"
"90","In what ratio must water be mixed with milk to gain 16% on selling the mixture at cost price?","1:6","6:1","2:3","4:3","1:6"
"91","	
In a 100 m race, A can give B 10 m and C 28 m. In the same race B can give C:","18 m
","20 m","27 m","9 m","20 m"
"92","The total of the ages of Amar, Akbar and Anthony is 80 years. What was the total of their ages three years ago ?","71 years","72 years","74 years","77 years","71 years"
"93","Cisco's Unified Wireless Solution provides a mesh solution. What devices do you absolutely need to purchase to run a Cisco solution?

1  WCS
2  Controller
3  Access point
4  Bridge","1 and 2","3 and 2","1 and 4","4 only","3 and 2"
"94","What is the maximum distance running the lowest data rate for 802.11g?","About 100 feet","About 175 feet","About 300 feet","About 350 feet","About 300 feet"
"95","The output of an AND gate with three inputs, A, B, and C, is HIGH when ________.","A = 1, B = 1, C = 0","A = 0, B = 0, C = 0","A = 1, B = 1, C = 1","A = 1, B = 0, C = 1","A=1, B=1, C=1"
"96","If a 3-input NOR gate has eight input possibilities, how many of those possibilities will result in a HIGH output?","1","2","7","8","1"
"97","If a signal passing through a gate is inhibited by sending a LOW into one of the inputs, and the output is HIGH, the gate is a(n):","AND","NAND","NOR","OR","NAND"
"98","Which of the following logical operations is represented by the + sign in Boolean algebra?","inversion","AND","OR","complementation","OR"
"99","When 1100010 is divided by 0101, what will be the decimal remainder?","2","3","4","6","3"
"100","Convert the decimal number 151.75 to binary.","10000111.11","11010011.01","00111100.00","10010111.11","10010111.11"
"101","The number of bits used to store a BCD digit is:","8","4","1","2","4"
"102","What is the result when a decimal 5238 is converted to base 16?","327.375","12166","1388","1476","1476"
"103","In each series, look for the degree and direction of change between the numbers. In other words, do the numbers increase or decrease, and by how much","(1/3)	","(1/8)","(2/8)	","(1/16)","(1/8)"
"104","Look at this series: 7, 10, 8, 11, 9, 12, ... What number should come next?
","7","10","12","13","10"
"105","A coffee shop blends 2 kinds of coffee,putting in 2 parts of a 33p. a gm. grade to 1 part of a 24p. a gm.If the mixture is changed to 1 part of the 

33p. a gm. to 2 parts of the less expensive grade,how much will the shop save in blending 100 gms.","Rs.8.00","Rs.3.00","Rs.1.00","Rs.0.90","Rs.3.00"
"106","Pipes P and Q can fill a tank in 12 minutes and 16 minutes respectively. Both are kept open for x minutes and then Q is closed and P fills the rest of the tank in 5 minutes. The value of  x is.","6","4","2","3","4"
"107","The average of nine consecutive odd numbers is 53. What is the smallest number ?","23","37","41","45","45"
"108","A certain type of mixture is prepared by mixing brand A at Rs.9 a kg. with brand B at Rs.4 a kg. If the mixture is worth Rs.7 a kg., how many kgs. of brand A are needed to make 40kgs. of the mixture?","Brand A needed is 20kgs.","Brand A needed is 24kgs.","Brand A needed is 28kgs.","Brand A needed is 32kgs.","Brand A needed is 24kgs."
"109","Daal is now being sold at Rs. 20 a kg. During last month its rate was Rs. 16 per kg. By how much percent should a family reduce its consumption so as to keep the expenditure fixed?","25 %","20 %","30 %","40 %","20 %."
"110","A canteen requires 45 kg rice for 3 days. How much kg of rice will it require for the months of June , July and August ?","1380 kg","1365 kg","1395 kg","1410 kg","1380 kg"
"111","Thirty men take 20 days to complete a job working 9 hours a day.How many hour a day should 40 men work to complete the job?","8 hrs","7 1/2 hrs","7 hrs","9 hrs","7 1/2 hrs"
"112","One day, Ravi left home and cycled 10 km southwards, turned right and cycled 5 km and turned right and cycled 10 km and turned left and cycled 10 km. How
many kilometers will he have to cycle to reach his home straight ?","10 km","15 km","20 km","25 km","15 km"
"113","With a 4/5 full tank a vehicle can travel 12 miles, how far can it travel with a 1/3 full tank","3 miles","5 miles","7 miles","2 miles","5 miles"
"114","A boat travels 20 kms upstream in 6 hrs and 18 kms downstream in 4 hrs.Find the speed of the boat in still water and the speed of the water current?","1/2 kmph","7/12 kmph","5 kmph","none of these","7/12 kmph"
"115","A monkey starts climbing up a tree 20ft. tall. Each hour, it hops 3ft. and slips back 2ft. How much time would it take the monkey to reach the top?","20 hours.","19 hours.","18 hours.","17 hours.","18 hours."
"116","If x=y=2z and xyz=256 then what is the value of x?","12","8","16","6","8"
"117","A man ate 100 bananas in five days, each day eating 6 more than the previous day. How many bananas did he eat on the first day?","6","8","12","14","8"
"118","I drove 60 km at 30 kmph and then an additional 60 km at 50 kmph. Compute my average speed over my 120 km.","40","37 1/2","25 1/2","50","37 1/2"
"119","The average ages of three persons is 27 years. Their ages are in the proportion of 1:3:5.What is the age in years of the youngest one among them.","45 years","27 years","9 years","3 years","9 years"
"120","What is the greatest possible length that can be used to measure exactly the following Lengths 7m, 3m 85cm, 12m 95cm ?","25 cm","35 cm","45 cm","55 cm","35 cm"
"121","Sum of three even consecutive numbers is 48, and then least number is.","20","18","16","14","14"
"122","The minute hand of a clock overtakes the hour hand at intervals of 64 minutes of correct time. How much a day does the clock gain or lose?","30 8/11 minutes.","32 6/11 minutes.","32 8/11 minutes.","30 6/11 minutes.","32 8/11 minutes."
"123","One dog tells the other that there are two dogs in front of me. The other one also shouts that he too had two behind him. How many are they?","6","5","4","3","3"
"124","Find the nth number in the series is -1, -3, -5, -7","n","(n)*(n-1)","(-1)*(2n-1)","infinite","(-1)*(2n-1)"
"125","The square of a two digit number is divided by half the number. After 36 is added to the quotient, this sum is then divided by 2. The digits of the resulting number are the same as those in the original number, but they are in reverse order. The ten's place of the original number is equal to twice the difference between its digits. What is the number?","46","48","36","38","46"
"126","In the given figure, PA and PB are tangents to the circle at A and B respectively and the chord BC is parallel to tangent PA. If AC = 6 cm, and length of the tangent AP is 9 cm, then what is the length of the chord BC?
Ans. ","BC = 2 cm.","BC = 8 cm.","BC = 6 cm.","BC = 4 cm.","BC = 4 cm."
"127","Three cards are drawn at random from an ordinary pack of cards. Find the probability that they will consist of a king, a queen and an ace.","64/1210.","32/2210.","16/2210.","64/2210.","64/2210."
"128","A number of cats got together and decided to kill between them 999919 mice. Every cat killed an equal number of mice. Each cat killed more mice than there were cats. How many cats do you think there were ?","901.","801.","891.","991.","991."
"129","If Log2 x - 5 Log x + 6 = 0, then what would the value / values of x be?","x = e5 or e3.","x = e2 or e5.","x = e2 or e3.","x = e3 or e5.","x = e2 or e3."
"130","If r = 5 z then 15 z = 3 y, then r =","y","2 y","5 y","10 y","y"
"131","A monkey starts climbing up a tree 20ft. tall. Each hour, it hops 3ft. and slips back 2ft. How much time would it take the monkey to reach the top?","20 hours.","19 hours.","18 hours.","17 hours.","18 hours."
"132","A certain type of mixture is prepared by mixing brand A at Rs.9 a kg. with brand B at Rs.4 a kg. If the mixture is worth Rs.7 a kg., how many kgs. of brand A are needed to make 40kgs. of the mixture?","Brand A needed is 20kgs.","Brand A needed is 24kgs.","Brand A needed is 28kgs.","Brand A needed is 32kgs.","Brand A needed is 24kgs."
"133","A wizard named Nepo says ""I am only three times my son's age. My father is 40 years more than twice my age. Together the three of us are a mere 1240 years old."" How old is Nepo?","360 years old.","240 years old.","320 years old.","160 years old.","360 years old."
"134","What is 35% of a number if 12 is 15% of a number?","5","12","28","33","28"
"135","A man ate 100 bananas in five days, each day eating 6 more than the previous day. How many bananas did he eat on the first day?","6","8","12","14","8"
"136","The minute hand of a clock overtakes the hour hand at intervals of 64 minutes of correct time. How much a day does the clock gain or lose?","30 8/11 minutes.","32 6/11 minutes.","32 8/11 minutes.","30 6/11 minutes.","32 8/11 minutes."
"137","Solve for x and y: 1/x - 1/y = 1/3, 1/x2 + 1/y2 = 5/9.","x = 5/2 or -5 and y = 3 or -3/2.","x = 3/2 or -3 and y = 5 or -5/2.","x = 3/2 or -3 and y = 2 or -3/2.","x = 3/2 or -3 and y = 3 or -3/2.","x = 3/2 or -3 and y = 3 or -3/2."
"138","Daal is now being sold at Rs. 20 a kg. During last month its rate was Rs. 16 per kg. By how much percent should a family reduce its consumption so as to keep the expenditure fixed?","25 %.","20 %.","30 %.","40 %.","20 %."
"139","Can you find out what day of the week was January 12, 1979?","Friday.","Saturday.","Sunday.","Monday.","Friday."
"140","A garrison of 3300 men has provisions for 32 days, when given at a rate of 850 grams per head. At the end of 7 days a reinforcement arrives and it was found that now the provisions will last 8 days less, when given at the rate of 825 grams per head. How, many more men can it feed?","1500 men.","1700 men.","1900 men.","2100 men.","1700 men."
"141","From 5 different green balls, four different blue balls and three different red balls, how many combinations of balls can be chosen taking at least one green and one blue ball?","3720.","3920.","4320.","4520.","3720."
"142","Three pipes, A, B, & C are attached to a tank. A & B can fill it in 20 & 30 minutes respectively while C can empty it in 15 minutes. If A, B & C are kept open successively for 1 minute each, how soon will the tank be filled?","117 minutes.","139 minutes.","157 minutes.","167 minutes.","167 minutes."
"143","A person walking 5/6 of his usual rate is 40 minutes late. What is his usual time?","1 hours 20 minutes.","2 hours 40 minutes.","3 hours 20 minutes.","5 hours 20 minutes.","3 hours 20 minutes."
"144","A train covers a distance in 50 min ,if it runs at a speed
of 48kmph on an average.The speed at which the train must run
to reduce the time of journey to 40 min will be.","40kmph","60kmph","50kmph","45kmph","60kmph"
"145","The average ages of three persons is 27 years. Their ages are in the proportion of 1:3:5.What is the age in years of the youngest one among them.","45 years","27 years","9 years","3 years","9 years"
"146","The average of 11 numbers is 50. If the average of first 6 numbers is 49 and that of last 6 is 

52.Find the 6th number .","49","52","56","62","56"
"147","The smallest number which when divided by 20, 25, 35, 40 leaves the remainder 6 When divided 

by 14, 19, 23 and 34 respectively is the difference between divisor and The corresponding 

remainder is 6.","1494","1398","1394","1394","1394"
"148","Sum of three even consecutive numbers is 48, and then least number is.","20","18","16","14","14"
"149","Of the two-digit numbers (those from 11 to 95, both inclusive) how many have a Second digit 

greater than the first digit?","35","36","37","38","36"
"150","Vikas can cover a distance in 1hr 24min by covering 2/3 of
the distance at 4 kmph and the rest at 5kmph.the total
distance is ?","4km","6km","8km","12km","6km"
"151","Five years ago the average age of a family of 3 members was 27 years. A child has Been born, 

due to which the average age of the family is 25 years today. What is the Present age of the 

child ?","8 years","12 years","6 years","4 years","4 years"
"152","The greatest number of 4 digits which is divisible by each one of the number 12,18,21 and 28 

is .","9888","9288","9822","9828","9828"
"153","A boy was asked to find the value of 3/8 of a sum of money. Instead of multiplying The sum by 

3/8 he divided it by 3/8 and then his answer exceeded by Rs. 55. Find the Correct be x.
 	 ","Rs.9","Rs.18","Rs.15","Rs.7","Rs.9"
"154","In a boat 25 persons were sitting. Their average weight increased one kilogram when One man 

goes and a new man comes in. The weight of the new man is 70kgs. Find the Weight of the man 

who is going.","25 kgs","35 kgs","45 kgs","55 kgs","45 kgs"
"155","What is the greatest possible length that can be used to measure exactly the following Lengths 

7m, 3m 85cm, 12m 95cm ?","25 cm","35 cm","45 cm","55 cm","35 cm"
"156","A coffee shop blends 2 kinds of coffee,putting in 2 parts of a 33p. a gm. grade to 1 part of a 

24p. a gm.If the mixture is changed to 1 part of the 33p. a gm. to 2 parts of the less 

expensive grade,how much will the shop save in blending 100 gms.","Rs.8.00","Rs.3.00","Rs.1.00","Rs.0.90","Rs.3.00"
"157","There are 200 questions on a 3 hr examination. Among these questions are 50 Mathematics 

problems. It is suggested that twice as much time be spent on each maths problem as for each 

other question. How many minutes should be spent on Mathematics problems","36","72","60","100","72"
"158","If a and b are positive integers and (a-b)/3.5 = 4/7, then","b < a","b > a","b = a","b >= a","b < a"
"159","2 hours after a freight train leaves Delhi a passenger train leaves the same station traveling 

in the same direction at an average speed of 16 km/hr. After traveling 4 hrs the passenger 

train overtakes the freight train. The average speed of the freight train Was ?","30","40","58","60","40"
"160","If 9x-3y=12 and 3x-5y=7 then 6x-2y = ?","-5","4","2","8","8"
"161","If a boat is moving in upstream with velocity of 14 km/hr and goes downstream with a velocity 

of 40 km/hr, then what is the speed of the stream ?","13 km/hr","26 km/hr","34 km/hr","none of these","13 km/hr"
"162","Two trains move in the same direction at 50 kmph and 32 kmph respectively. A man in the slower 

train observes the 15 seconds elapse before the faster train completely passes by him. What is 

the length of faster train ?","100m","75m","120m","50m","75m"
"163","I drove 60 km at 30 kmph and then an additional 60 km at 50 kmph. Compute my average speed 

over my 120 km.
","40","37 1/2","25 1/2","50","37 1/2"
"164","Divide 45 into four parts such that when 2 is added to the first part, 2 is subtracted from 

the second part, 2 is multiplied by the third part and the fourth part is divided by two, all 

result in the same number.","8, 12, 5, 20","6,10,15,11","2,8,14,9","none of these","2,8,14,9"
"165","What is the sum of the first 25 natural odd numbers?","225","125","525","625","625"
"166","Look at this series: 2, 1, (1/2), (1/4), ... What number should come next?","1/3","1/8","(2/8)","1/16","1/8"
"167","If Sam can do a job in 4 days that Lisa can do in 6 days and Tom can do in 2 days, how 

long would the job take if Sam, Lisa, and Tom worked together to complete it?","0.8 days","1.09 days","1.23 days","1.65 days","1.09 days"
"168","There are 8 ounces in a Â½ pound. How many ounces are in 7 3/4 lbs?","12 ounces","86 ounces","119 ounces","124 ounces","124 ounces"
"169","What is the next number in the following pattern? 1, 1/2, 1/4, 1/8, ___","1/10","1/12","1/14","1/16","1/16"
"170","If 6 is 24% of a number, what is 40% of the same number?","8","10","15","20","10"
"171","If 8x + 5x + 2x + 4x = 114, the 5x + 3 =","12","25","33","47","33"
"172","Find 8.23 x 109","0.00000000823","0.000000823","8.23","8230000000","8230000000"
"173","Divide x5 by x2","x25","x10","x7","x3","x3"
"174","The product of two consecutive even number is 4224. What is smaller number?","66","64","60","58","64"
"175","If the of 49a + 49b = 6272, what is the average of a and b?","64","74","84","62","64"
"176","Which is the number that comes next in the sequence 
         0, 6, 24, 60, 120, 210, ?","290","312","336","380","336"
"177","If in a certain language MYSTIFY is coded as NZTUJGZ,  how is NEMESIS 	coded in that language 

?","MDLHRDR","OFNFTJT","ODNHTDR","PGOKUGU","OFNFTJT"
"178","The average of nine consecutive odd numbers is 53. What is the smallest number ?","23","37","41","45","45"
"179","A and B can do a work in 5 days. A alone can do the same work in 8 days. In how many days will 

B do the same work?
","11(1/3)","12(2/5)","13(1/3)","15(4/5)","13(1/3)"
"180","5 year ago the average age of P,Q and R was 25 years and 7 years ago, the average age of Q and 

R was 20 years. What is P's present age ?","34 years","36 years","40 years","24 years","36 years"
"181","Pointing out of photograph, a man tells his friend, ""She is the daughter of the only son of my 

father's wife."" How is the girl in the photograph related the the man?","Daughter","Cousin","Mother","Sister","Daughter"
"182","A train crosses a pole in 15 seconds and a 100m. Long platform in 25 seconds. What is the 

length of the train ?","125m","130m","150m","175m","150m"
"183","The difference between compound interest and simple interest at 8% p.a. after 2 years is Rs. 

768. What is the sum?","100200","130000","120000","102000","120000"
"184","The cost of 2 chairs and 3 tables is Rs. 6050 and that of 3 chairs and 2 tables is Rs. 5450. 

What is the price of 1 table?","Rs. 1450","Rs. 1560","Rs. 1840","Rs. 1620","Rs. 1450"
"185","Anoop and Suyesh invested in the ratio of 4 : 7 respectively. If both invested Rs. 49500 

together, how much amount did Anoop invest?","Rs. 31500","Rs. 18000","Rs. 31000","Rs. 18500","Rs. 18000"
"186","What value will come in place of question mark (?) in the number series given below?
17, 24, 34, 47, 63, ?","80","81","82","83","82"
"187","Nikhil invests 26% of his annual income or Rs. 89856 in mutual fund . What is the monthly 

income ?","Rs. 24800","Rs. 23200","Rs. 28800","Rs. 26800","Rs. 28800"
"188","The difference between 87% and 71% of a number is 448. What is 59% of that number ?","1562","1652","1662","1552","1652"
"189","The area of circle is 154 cm2  . What is its circumference ?","44 cm","22 cm","11 cm","7 cm","44 cm"
"190","The  average age of a woman and her daughter is 21 years. The ratio of their ages is 5 : 1. 

What was the ratio of their ages 4 years ago","11 : 39","42 : 11","31 : 3","11 : 45","31 : 3"
"191","If an amount of Rs. 92070 is distributed amongst 135 persons. What is the amount that each 

person gets ?","Rs. 696","Rs. 658","Rs. 666","Rs. 682","Rs. 682"
"192","A canteen requires 45 kg rice for 3 days. How much kg of rice will it require for the months 

of June , July and August ?","1380 kg","1365 kg","1395 kg","1410 kg","1380 kg"
"193","Find the odd man out:
	74, 24, 82, 61, 10, 4","61","24","10","82","61"
"194","Find the odd man out:  15, 35, 45, 24 ,55, 65, 95","15","24","55","95","24"
"195","Find the odd man out:  1, 3, 7, 11, 15, 18, 21","3","7","18","21","18"
"196","Find the odd man out:
	4, 8, 12, 16, 20, 24, 27, 32","8","27","24","32","27"
"197","Find the odd man out:
	31, 37, 41, 45, 55, 58, 61, 67","31","41","67","58","58"
"198","The price of commodity X increases by 40 paise every year, while the price of commodity Y increases by 15 paise every year. If in 2001, the price of commodity X was Rs. 4.20 and that of Y was Rs. 6.30, in which year commodity X will cost 40 paise more than the commodity Y ?","2010","2011","2012","2013","2011"
"199","There are two examinations rooms A and B. If 10 students are sent from A to B, then the number of students in each room is the same. If 20 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:","20","80","100","200","100"
"200","If a - b = 3 and a2 + b2 = 29, find the value of ab.","10","12","15","18","10"
"1","Work done is said to be zero, when","some force acts on a body, but displacement is zero","no force acts on a body but some displacement takes place","either (a) or (b)","none of the above","either (a) or (b)"
"2","The point, through which the whole weight of the body acts, irrespective of its position, is known as","moment of inertia","centre of gravity","centre of percussion","centre of mass","centre of gravity

"
"3","The rate of change of momentum is directly proportional to the impressed force, and takes place in the same direction in which the force acts. This statement is known as","Newton's first law of motion","Newton's second law of motion","Newton's third law of motion","none of these","Newton's second law of motion"
"4","The mechanical advantage of a lifting machine is the ratio of","distance moved by effort to the distance moved by load","load lifted to the effort applied","output to the input","all of the above","load lifted to the effort applied"
"5","The friction experienced by a body, when in motion, is known as","rolling friction","dynamic friction","limiting friction","static friction","dynamic friction"
"6","Two balls of equal mass and of perfectly elastic material are lying on the floor. One of the ball with velocity v is made to struck the second ball. Both the balls after impact will move with a velocity","v","v/2","v/4","v/8","v/2"
"7","The bodies which rebound after impact are called","inelastic bodies","elastic bodies","neither elastic nor inelastic bodies","none of these","elastic bodies"
"8","Three forces acting on a rigid body are represented in magnitude, direction and line of action by the three sides of a triangle taken in order. The forces are equivalent to a couple whose moment is equal to","area of the triangle","twice the area of the triangle","half the area of the triangle","none of these","twice the area of the triangle"
"9","A body of mass m moving with a constant velocity v strikes another body of same mass m moving with same velocity but in opposite direction. The common velocity of both the bodies after collision is
","v","2v","4v","8v","2v"
"10","The unit of power in S.I. units is","horsepower","joule","watt","kg-m","kg-m"
"11","The value of bulk modulus of a fluid is required to determine","Reynold's number","Froude's number","Mach number","Euler's number","Mach number"
"12","In a depressed nappe","the pressure below the nappe is atmospheric","the pressure below the nappe is negative","the pressure above the nappe is atmospheric","the pressure above the nappe is negative","the pressure below the nappe is negative"
"13","In one dimensional flow, the flow","is steady and uniform","takes place in straight line","takes place in curve","takes place in one direction","takes place in straight line"
"14","Coefficient of contraction is the ratio of","actual velocity of jet at vena contracta to the theoretical velocity","loss of head in the orifice to the head of water available at the exit of the orifice","actual discharge through an orifice to the theoretical discharge","area of jet at vena contracta to the area of orifice","area of jet at vena contracta to the area of orifice"
"15","In a free nappe,","the pressure below the nappe is atmospheric","the pressure below the nappe is negative","the pressure above the nappe is atmospheric","the pressure above the nappe is negative","the pressure below the nappe is atmospheric"
"16","Coefficient of resistance is the ratio of","actual velocity of jet at vena contracta to the theoretical velocity","area of jet at vena contracta to the area of orifice","loss of head in the orifice to the head of water available at the exit of the orifice","actual discharge through an orifice to the dieoretical discharge","loss of head in the orifice to the head of water available at the exit of the orifice"
"17","In order to measure the flow with a venturimeter, it is installed in","horizontal line","inclined line with flow upwards","inclined line with flow downwards","any direction and in any location","any direction and in any location"
"18","Which of the following is an example of laminar flow?","Under ground flow","Flow past tiny bodies","Flow of oil in measuring instruments","all of these","all of these"
"19","The pressure less than atmospheric pressure is known as","suction pressure","vacuum pressure","negative gauge pressure","all of these","all of these"
"20","The total energy line lies over the hydraulic gradient line by an amount equal to the","pressure head","velocity head","pressure head + velocity head","pressure head - velocity head","velocity head"
"21","The coefficient of viscosity may be determined by","capillary tube method","orifice type viscometer","rotating cylinder method","all of these","all of these"
"22","The stability of a dam is checked for","tension at the base","overturning of the wall or dam","sliding of the wall or dam","all of these","all of these"
"23","A manometer is used to measure","low pressure","moderate pressure","high pressure","atomospheric pressure","high pressure"
"24","The centre of gravity of the volume of the liquid displaced is called","centre of pressure","centre of buoyancy","metacentre","none of these","centre of buoyancy"
"25","The coefficient of discharge for an external mouthpiece is","0.375","0.5","0.707","0.855","0.855"
"26","Strain energy is the","energy stored in a body when strained within elastic limits","energy stored in a body when strained upto the breaking of a specimen","maximum strain energy which can be stored in a body","proof resilience per unit volume of a material","energy stored in a body when strained within elastic limits"
"27","The neutral axis of the cross-section a beam is that axis at which the bending stress is","zero","minimum","maximum","infinity","zero"
"28","The object of caulking in a riveted joint is to make the joint","free from corrosion","stronger in tension","free from stresses","leak-proof","leak-proof"
"29","A steel bar of 5 mm is heated from 15° C to 40° C and it is free to expand. The bar Will induce","no stress","shear stress","tensile stress","compressive stress","no stress"
"30","A body is subjected to a tensile stress of 1200 MPa on one plane and another tensile stress of 600 MPa on a plane at right angles to the former. It is also subjected to a shear stress of 400 MPa on the same planes. The maximum normal stress will be","400 MPa","500 MPa","900 MPa","1400 MPa","1400 MPa"
"31","The stress induced in a body, when suddenly loaded, is __________ the stress induced when the same load is applied gradually.","equal to","one-half","twice","four times","twice"
"32","A masonry dam may fail due to","tension in the masonry of the dam and its base","overturning of the dam","crushing of masonry at the base of the dam","any one of the above","any one of the above"
"33","The maximum diameter of the hole that can be punched from a plate of maximum shear stress 1/4th of its maximum crushing stress of punch, is equal to (where t = Thickness of the plate)","t","2t","4t","8t","4t"
"34","The deformation per unit length is called","tensile stress","compressive stress","shear stress","strain","strain"
"35","Strain resetters are used to","measure shear strain","measure linear strain","measure volumetric strain","relieve strain","measure linear strain"
"36","For high speed engines, the cam follower should move with","uniform velocity","simple harmonic motion","uniform acceleration and retardation","cycloidal motion","cycloidal motion"
"37","In a coupling rod of a locomotive, each of the four pairs is a __________ pair.","sliding","turning","rolling","screw","turning"
"38","The factor which affects the critical speed of a shaft is","diameter of disc","span of shaft","eccentricity","all of these","all of these"
"39","The pair is known as a higher pair, when the relative motion between the elements of a pair is","turning only","sliding only","rolling only","partly turning and partly sliding","partly turning and partly sliding"
"40","The Whitworth quick return motion mechanism is formed in a slider crank chain when the","coupler link is fixed","longest link is a fixed link","slider is a fixed link","smallest link is a fixed link","coupler link is fixed"
"41","In railway axle boxes, the bearing used is","deep groove ball bearing","double row self-aligning ball bearing","double row spherical roller bearing","cylindrical roller bearing","double row spherical roller bearing"
"42","When the two elements of a pair have a surface contact when relative motion takes place and the surface of one element slides over the surface of the other, the pair formed is known as a","lower pair","higher pair","self-closed pair","force-closed pair","lower pair"
"43","The aim of value engineering is to","find the depreciation value of a machine","determine the selling price of a product","minimise the cost without change in quality of the product","minimise the cost without change in quality of the product","minimise the cost without change in quality of the product"
"44","In time study, the rating factor is applied to determine","standard time of a job","merit rating of the worker","fixation of incentive rate","normal time of a worker","fixation of incentive rate"
"45","Gantt chart is used for","inventory control","material handling","production schedule","machine repair schedules","production schedule"
"46","The main object of scientific layout is","to produce better quality of product","to utilise maximum floor area","to minimise production delays","all of these","all of these"
"47","In value engineering, the term value refers to","manufacturing cost of the product","selling price of the product","total cost of the product","utility of the product","utility of the product"
"48","In inventory control theory, the economic order quantity is","average level of inventory","optimum lot size","capacity of a warehouse","lot size corresponding to break-even analysis","optimum lot size"
"49","Production cost refers to prime cost plus","factory overheads","factory and administration overheads","factory, administration and sales overheads","factory, administration, sales overheads and profit","factory overheads"
"50","A systematic job improvement sequence will consist of","motion study","time study","job enrichment","all of these","all of these"
"51","Military type of organisation is known as","line organisation","functional organisation","line and staff organisation","line, staff and functional organisation","line organisation"
